"File","Line","Property","Value"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\CaseExportDialog.form","129","toolTipText","Keine ausw&#xe4;hlen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ClaimLedgerEntryPanel.form","50","toolTipText","einsehen / bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ConflictingEventsDialog.form","6","title","Pr&#xfc;fung auf m&#xf6;gliche Terminkonflikte"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ConflictingEventsDialog.form","76","text","unver&#xe4;ndert speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ConflictOfInterestDialog.form","68","text","In folgenden Akten ist die Adresse in anderer Rolle gef&#xfc;hrt:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\EditOrDuplicateEventDialog.form","23","title","Ereignis bearbeiten oder duplizieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ExportAsPdfConversionStep.form","59","text","&lt;html&gt;&lt;p&gt;Alle ausgew&#xe4;hlten Dokumente werden in das PDF-Format konvertiert. Sie k&#xf6;nnen im n&#xe4;chsten Schritt die Reihenfolge der Dokumente festlegen.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ExportAsPdfMergeStep.form","5","name","Dokumente zusammenf&#xfc;hren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ExportAsPdfMergeStep.form","73","text","&lt;html&gt;&lt;p&gt;Die Dokumente werden zusammengef&#xfc;hrt und k&#xf6;nnen kontrolliert werden.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ExportAsPdfMergeStep.form","99","text","zur Akte"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ExportAsPdfMergeStep.form","110","text","speichern:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ExportAsPdfOrderingStep.form","5","name","Dokumente sortieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ExportAsPdfOrderingStep.form","81","text","&lt;html&gt;&lt;p&gt;Bringen Sie die Dokumente in die gew&#xfc;nschte Reihenfolge. Sie werden im n&#xe4;chsten Schritt zu einem Gesamtdokument zusammengef&#xfc;hrt.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ExportAsPdfOrderingStep.form","169","toolTipText","Dokumente in der &#xdc;bersicht per Drag &amp; Drop sortieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\ExportAsPdfOrderingStep.form","182","toolTipText","Reihenfolge der Dokumente umkehren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","548","toolTipText","Typ oder Nummernkreis bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","691","toolTipText","Anhand des Rechnungssenders bestimmen sich u.a. Absender und Zahlungsinformationen &#xa;f&#xfc;r die elektronische Rechnung. &#xa;Bitte sicherstellen, dass diese Informationen aktuell sind (Administration - Nutzerverwaltung)."
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","714","text","Zahlung:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","875","toolTipText","Positionen aus Berechnungsplugin &#xfc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","930","toolTipText","Positionsvorlage &#xfc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","941","toolTipText","Positionen aus Zeiterfassungsprojekten dieser Akte &#xfc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1151","toolTipText","Dokument erzeugen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1179","toolTipText","Dokument zum Beleg laden"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1190","toolTipText","Dokument anzeigen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1201","toolTipText","zum Dokument wechseln"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1214","text","Rechnungsdokument"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1224","text","rechnung.pdf"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1289","toolTipText","Leistungsnachweis in Dokument &#xfc;bertragen - Platzhalter {{ZE_TABELLE}} in einer 1x1-Tabelle einer Vorlage"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1303","tabTitle","Zahlungen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1376","text","Zahlungseingang:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceDialog.form","1381","text","Rechnungssumme:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceEntryPanel.form","159","toolTipText","einsehen / bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceEntryPanel.form","206","text","&lt;Rechnungsadresse&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceEntryPanel.form","235","toolTipText","in dieser Akte duplizieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceEntryPanel.form","246","toolTipText","in andere Akte kopieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceEntryPanel.form","281","text","Zahlungseingang:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvoiceEntryPanel.form","347","toolTipText","neue ausgehende Zahlung aus Beleg"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvolvedPartyEntryPanel.form","27","text","Nachricht verfassen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvolvedPartyEntryPanel.form","125","toolTipText","Karte zur Adresse im Browser &#xf6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvolvedPartyEntryPanel.form","140","toolTipText","Karte zur Adresse im Browser &#xf6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvolvedPartyEntryPanel.form","165","toolTipText","Route zur Adresse im Browser &#xf6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\InvolvedPartyEntryPanel.form","177","toolTipText","Route zur Adresse im Browser &#xf6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\NewEventPanel.form","194","toolTipText","Doppelklick um heutiges Datum zu &#xfc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\NewEventPanel.form","287","toolTipText","Doppelklick um heutiges Datum zu &#xfc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentDialog.form","237","text","Zahlung:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentEntryPanel.form","115","toolTipText","einsehen / bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentEntryPanel.form","191","toolTipText","in dieser Akte duplizieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentMgmtEntryPanel.form","130","toolTipText","einsehen / bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentMgmtEntryPanel.form","249","toolTipText","Akte &#xf6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentMgmtEntryPanel.form","275","text","Fehler!"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentSplitEditDialog.form","6","title","Zahlungsverteilung manuell anpassen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentSplitEditDialog.form","98","text","Passen Sie die Verteilung der Zahlung auf die Komponenten an:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentSplitEditDialog.form","213","text","&#xdc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentSplitPreviewDialog.form","6","title","Zahlungsverteilung - Vorschau"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\PaymentSplitPreviewDialog.form","99","text","Gesamtzahlung: 0,00 &#x20ac; vom 01.01.2025"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","16","text","&#xf6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","17","toolTipText","gew&#xe4;hlte Akten l&#xf6;schen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","29","toolTipText","gew&#xe4;hlte Akten duplizieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","41","toolTipText","gew&#xe4;hlte Akten und deren Falldaten duplizieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","53","toolTipText","gew&#xe4;hlte Akten l&#xf6;schen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","65","toolTipText","gew&#xe4;hlte Akten in der App bereitstellen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","76","text","aus der App entfernen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","77","toolTipText","gew&#xe4;hlte Akten aus der App entfernen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","88","text","Gruppen und Berechtigungen bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","183","toolTipText","nach Akten-Etiketten filtern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","277","toolTipText","Liste nach LibreOffice exportieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\QuickArchiveFileSearchPanel.form","290","toolTipText","nach Dokument-Etiketten filtern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\SplitPaymentDialog.form","6","title","Zahlungen aus Aktenkontobuchung erstellen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\SplitPaymentDialog.form","140","text","Zahlung(en)"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\TimesheetAllowedPositionsDialog.form","110","text","&#xdc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\TimesheetBillingDialog.form","113","text","in Rechnung &#xfc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\TimesheetBillingDialog.form","163","toolTipText","keine ausw&#xe4;hlen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\TimesheetDialog.form","469","toolTipText","Optional k&#xf6;nnen f&#xfc;r das Projekt die zu nutzenden Positionsvorlagen eingeschr&#xe4;nkt werden, um bspw. nur bestimmte Stundens&#xe4;tze zuzulassen."
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\TimesheetEntryPanel.form","66","toolTipText","einsehen / bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\TimesheetLogEntryPanel.form","220","toolTipText","Name und Beschreibung speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\files\TimesheetLogEntryPanel.form","256","toolTipText","bestehenden Eintrag bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\finance\ImportBankStatementFrame.form","22","title","Kontoauszug importieren und buchen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\finance\ImportBankStatementFrame.form","287","text","Rechnung als bezahlt markieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\finance\ImportBankStatementFrame.form","297","text","Buchung im Aktenkonto erstellen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\finance\ImportBankStatementFrame.form","407","text","Aktenetiketten:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\finance\ImportBankStatementFrame.form","495","text","Posteingang, Rechnung offen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\finance\ImportBankStatementFrame.form","583","text","Zahlung als ausgef&#xfc;hrt markieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\finance\ManagePaymentsFrame.form","16","title","Zahlungen verwalten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\finance\ManagePaymentsFrame.form","84","toolTipText","Zahlungen f&#xfc;r Import im Banking bereitstellen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\finance\ManagePaymentsFrame.form","132","toolTipText","Zahlungen vor Export pr&#xfc;fen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\reporting\DynamicTablePanel.form","53","toolTipText","Daten exportieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\reporting\ReportEntryPanel.form","127","toolTipText","Report ist nur mit erweiterten Rechten ausf&#xfc;hrbar"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\research\urteilegesetze\UgHitPanel.form","70","text","Treffertitel"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\search\DocumentSearchPanel.form","104","text","Dokumentensuche"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\search\DocumentSearchPanel.form","149","toolTipText","maximale Anzahl Dokumente im Ergebnis"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\search\DocumentSearchPanel.form","165","toolTipText","&lt;html&gt;&lt;b&gt;Volltextsuche&lt;/b&gt; im Dokumentinhalt.&lt;br/&gt;Feld optional &#xfc;ber das Dropdown w&#xe4;hlen&lt;br/&gt;(Dateiname / Aktenname / Aktenzeichen).&lt;br/&gt;Platzhalter &lt;code&gt;*&lt;/code&gt;/&lt;code&gt;?&lt;/code&gt; nur in Feldsuchen.&lt;br/&gt;&lt;i&gt;Klicken f&#xfc;r Details.&lt;/i&gt;&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\search\DocumentSearchPanel.form","174","ComboBoxItem[2]","Aktenname"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\search\HitPanel.form","60","text","Dokumentname und Icon"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\editors\search\HitPanel.form","89","toolTipText","zur Akte springen (bearbeiten)"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\encryption\PDFEncryptionDialog.form","6","title","Dokument verschl&#xfc;sseln"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\encryption\PDFEncryptionDialog.form","136","text","Passwort:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\encryption\PDFEncryptionDialog.form","144","toolTipText","neues Passwort generieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\launcher\DocumentMonitorDialog.form","6","title","Dokumentmonitor"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","16","text","neuer Ordner"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","38","text","Ordner l&#xf6;schen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","49","text","Ordner ausblenden"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","60","text","Ordner einblenden"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","111","text","in Akte speichern..."
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","122","text","in Akte speichern (ohne Anh&#xe4;nge)..."
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","133","text","in Akte speichern (nur Anh&#xe4;nge)..."
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","144","text","in Akte speichern (Nachricht und Anh&#xe4;nge separat)..."
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","155","text","in externem Mailprogramm &#xf6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","513","toolTipText","Weiterleiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailInboxPanel.form","565","toolTipText","E-Mail nach &#xdc;bernahme in eine Akte aus dem Posteingang l&#xf6;schen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\EmailTemplatesPanel.form","72","text","E-Mail- und beA- Vorlagen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\MailContentUI.form","24","text","in Akte..."
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\MailContentUI.form","48","text","Anhang entfernen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","16","text","suchen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","39","text","suchen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","60","text","suchen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","83","text","entfernen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","422","toolTipText","&lt;html&gt;als Entwurf im Postfach speichern&lt;br/&gt;(in der Akte wird die Nachricht automatisch als Entwurf gespeichert, bis sie gesendet oder verworfen wird)&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","696","text","als Dokument speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","702","actionCommand","Zielakte markieren:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","879","toolTipText","Doppelklick um heutiges Datum zu &#xfc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","964","text","Vorlage:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\SendEmailFrame.form","985","toolTipText","Vorlagen suchen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\ViewEmailFrame.form","89","toolTipText","Weiterleiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\AddCalendarEventStep.form","78","text","&lt;html&gt;&lt;p&gt;Wiedervorlage erstellen&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\ConfirmationStep.form","53","text","&lt;html&gt;&lt;p&gt;Akte, Adresse, Beteiligte und Kalendereintrag werden wie gew&amp;uuml;nscht erstellt - Sie k&amp;ouml;nnen den Status hier kontrollieren und den Assistenten dann schlie&amp;szlig;en.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\CreateAddressDetailsStep.form","5","name","Beteiligte vervollst&#xe4;ndigen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\CreateAddressDetailsStep.form","249","text","Vorname:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\CreateAddressDetailsStep.form","358","text","PLZ:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\CreateAddressStep.form","64","text","&lt;html&gt;&lt;p&gt;Optionale Erstellung einer Adresse aus dem Text eines Dokuments, z.B. einer Signatur.&lt;br/&gt;Die relevante Textpassage wird so angepasst, dass jedes Attribut auf einer eigenen Zeile steht.&lt;br/&gt;Anschlie&amp;szlig;end die relevanten Zeilen markieren und im rechten Teil des Dialogs eine Zuordnung vornehmen.&lt;br/&gt;Die Daten k&amp;ouml;nnen im n&#xe4;chsten Schritt vervollst&amp;auml;ndigt werden.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\CreateAddressStep.form","129","text","Adresse aus Nachricht extrahieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\CreateNewCasePanel.form","55","text","neue Akte erstellen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\NewCaseStep.form","12","name","neue Akte erstellen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\NewCaseStep.form","126","text","&lt;html&gt;&lt;p&gt;Die wichtigsten Kopfdaten zur Aktenerstellung k&amp;ouml;nnen hier direkt eingegeben werden. Nach Erstellung sollte eine Detaillierung (bspw. Berechtigungen) separat erfolgen.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\NewCaseWizardDialog.form","6","title","neue Akte erstellen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SaveToCasePanel.form","105","toolTipText","vollst&#xe4;ndige Nachricht in Akte speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SaveToCasePanel.form","116","toolTipText","Nachricht ohne Anh&#xe4;nge in Akte speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SaveToCasePanel.form","127","toolTipText","Nachricht und Anh&#xe4;nge werden beide separat in die Akte &#xfc;bernommen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SaveToCasePanel.form","138","toolTipText","nur Anh&#xe4;nge in Akte speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SelectAddressStep.form","5","name","Beteiligte ausw&#xe4;hlen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SelectAddressStep.form","90","text","&lt;html&gt;&lt;p&gt;Beteiligte ausw&#xe4;hlen oder erstellen. Bereits erfasste Beteiligte werden unten aufgelistet und k&#xf6;nnen dort bearbeitet oder entfernt werden.&lt;/p&gt;&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SelectAddressStep.form","106","text","Beteiligte:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SelectAddressStep.form","124","text","Beteiligten &#xfc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SelectAddressStep.form","161","text","Weitere Beteiligte aus Dokument extrahieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\mail\sidebar\SelectAddressStep.form","174","text","Ausgew&#xe4;hlte Beteiligte:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\massmail\MassMailPanel.form","16","text","aus Serie entfernen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\massmail\MassMailPanel.form","196","toolTipText","neues Serienschreiben"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\massmail\MultiAddressSearchDialog.form","156","text","&#xdc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\messenger\MessagingCenterPanel.form","103","text","Nachrichten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\messenger\MessagingCenterPanel.form","125","toolTipText","Anzahl an Tagen, f&#xfc;r welche Nachrichten geladen werden"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\messenger\MessagingCenterPanel.form","341","toolTipText","Nachrichten in separatem Fenster &#xf6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\messenger\MessagingCenterPanel.form","356","toolTipText","&#xf6;ffentliche Nachrichten anderer Nutzer einsehen (bspw. Vertretungsfall)"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\messenger\SendInstantMessageDialog.form","6","title","Nachricht senden"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\modulebar\ModuleBar.form","53","text","Vorlagen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\plugins\form\FormFileDownloadDialog.form","76","text","zur Akte laden"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\plugins\form\FormInstancePanel.form","124","toolTipText","Falldaten als Dokument zur Akte speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\plugins\form\FormPluginEntryPanel.form","183","toolTipText","Einstellungen des Falldatenblattes bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\templates\NewTemplateDialog.form","75","text","Dateiname ohne Verzeichnis und Erweiterung:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\templates\NewTemplateDialog.form","93","text","Kopie von existierender Vorlage:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\templates\SelectTemplateFolderDialog.form","6","title","Vorlagenordner w&#xe4;hlen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\templates\TemplatesTreePanel.form","16","text","neuer Ordner"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\templates\TemplatesTreePanel.form","38","text","Ordner l&#xf6;schen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\templates\TemplatesTreePanel.form","57","text","bearbeiten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\templates\TemplatesTreePanel.form","102","toolTipText","&#xfc;bermittelt das Dokument f&#xfc;r eine Layoutpr&#xfc;fung an die E-POST-Schnittstelle"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\templates\TemplatesTreePanel.form","193","text","Vorlagen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\BugReportDialog.form","115","tabTitle","Fehlerprotokoll (Server)"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\BugReportDialog.form","208","tabTitle","Fehlerprotokoll (Client)"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\BugReportDialog.form","331","toolTipText","lokal speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\NewFilenameOptionPanel.form","80","text","neuer Dateiname:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\SelectAttachmentDialog.form","86","tabTitle","aus der Akte"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\SelectAttachmentDialog.form","169","text","&#xd6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\pdf\PdfAnonymizerDialog.form","228","text","Anmerkungen entfernen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\pdf\PdfAnonymizerDialog.form","240","toolTipText","Autor, Titel, Betreff, Datumsangaben etc."
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\pdf\PdfAnonymizerDialog.form","336","text","zur Akte speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\pdf\PdfPageReorderDialog.form","242","text","zur Akte speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\utils\pdf\PdfStamperDialog.form","372","text","zur Akte speichern"
